1031,PntCoupon2,PntCoupon_TITLE,PntCoupon_MSG,,1,point,20000,2000,point,40000,1000,point,40000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,PntCoupon3,PntCoupon_TITLE,PntCoupon_MSG,,1,point,20000,4000,point,40000,2000,point,40000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,NorPlanCoupon,PlanCoupon_TITLE,PlanCoupon_MSG,,0,reward,100000,9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,ExpCoupon1Direct,ExpCoupon_TITLE,ExpCoupon_MSG,,0,exp,100000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,ExpCoupon2Direct,ExpCoupon_TITLE,ExpCoupon_MSG,,0,exp,100000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,ExpCoupon3Direct,ExpCoupon_TITLE,ExpCoupon_MSG,,0,exp,100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,PntCoupon1Direct,PntCoupon_TITLE,PntCoupon_MSG,,0,point,100000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,PntCoupon2Direct,PntCoupon_TITLE,PntCoupon_MSG,,0,point,100000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,PntCoupon3Direct,PntCoupon_TITLE,PntCoupon_MSG,,0,point,100000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SilverBell,SILVERBELL_TITLE,SILVERBELL_MSG,,1,item,800,<item id='73' day='1'  />,item,1300,<item id='59' day='1'  />,item,1300,<item id='108' day='1'  />,item,2100,<item id='14' day='1'  />,item,2200,<item id='24' day='1'  />,item,2400,<item id='18' day='1'  />,item,2400,<item id='22' day='1'  />,item,2400,<item id='39' day='1'  />,item,2600,<item id='21' day='1'  />,item,2600,<item id='15' day='1'  />,item,2800,<item id='35' day='1'  />,item,2800,<item id='32' day='1'  />,item,2900,<item id='19' day='1'  />,item,2900,<item id='16' day='1'  />,item,3300,<item id='4' day='1'  />,item,4100,<item id='23' day='1'  />,item,4100,<item id='89' day='1'  />,item,4900,<item id='38' day='1'  />,item,5600,<item id='1' day='1'  />,item,5600,<item id='8' day='1'  />,item,5600,<item id='36' day='1'  />,item,5600,<item id='37' day='1'  />,item,6600,<item id='11' day='1'  />,item,7700,<item id='5' day='1'  />,item,7700,<item id='9' day='1'  />,item,7700,<item id='10' day='1'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,newyearbox,newyearbox_TITLE,newyearbox_MSG,,1,item,5693,<item id='105' num='1'  />,item,5692,<item id='106' num='1'  />,item,3603,<item id='211' day='30'  />,item,1425,<item id='149' day='30'  />,item,1264,<item id='187' day='30'  />,item,1143,<item id='157' day='30'  />,item,1093,<item id='255' day='30'  />,reward,76,100001,reward,772,100002,reward,772,100003,item,119,<item id='153' num='1'  />,item,119,<item id='151' num='1'  />,item,86,<item id='255' num='1'  />,item,99,<item id='187' num='1'  />,item,6965,<item id='108' day='1'  />,item,6965,<item id='59' day='1'  />,item,6965,<item id='73' day='1'  />,item,6965,<item id='181' day='1'  />,item,6965,<item id='182' day='1'  />,item,6965,<item id='180' day='1'  />,item,4595,<item id='211' day='10'  />,item,4895,<item id='149' day='3'  />,item,3230,<item id='149' day='10'  />,item,4340,<item id='187' day='3'  />,item,2863,<item id='187' day='10'  />,item,3926,<item id='157' day='3'  />,item,2590,<item id='157' day='10'  />,item,3755,<item id='255' day='3'  />,item,2478,<item id='255' day='10'  />,item,883,<item id='55' day='30'  />,item,883,<item id='48' day='30'  />,item,883,<item id='47' day='30'  />,item,883,<item id='362' day='30'  />,item,50,<item id='346' num='1'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,secretbox,secretbox_TITLE,secretbox_MSG,,1,item,4786,<item id='105' num='1'  />,item,4787,<item id='106' num='1'  />,reward,6416,100004,item,3715,<item id='212' day='10'  />,item,9073,<item id='76' day='1'  />,item,6416,<item id='108' day='1'  />,item,9073,<item id='59' day='1'  />,item,9073,<item id='73' day='1'  />,item,9073,<item id='181' day='1'  />,item,9073,<item id='182' day='1'  />,item,9073,<item id='180' day='1'  />,item,2431,<item id='211' day='10'  />,item,1125,<item id='211' day='30'  />,item,2970,<item id='149' day='3'  />,item,796,<item id='149' day='10'  />,item,2028,<item id='187' day='3'  />,item,543,<item id='187' day='10'  />,item,1477,<item id='157' day='3'  />,item,396,<item id='157' day='10'  />,item,1283,<item id='255' day='3'  />,item,344,<item id='255' day='10'  />,item,220,<item id='55' day='30'  />,item,220,<item id='48' day='30'  />,item,220,<item id='47' day='30'  />,item,220,<item id='362' day='30'  />,item,1002,<item id='149' day='30'  />,item,684,<item id='187' day='30'  />,item,820,<item id='59' day='10'  />,item,820,<item id='73' day='10'  />,item,364,<item id='108' day='10'  />,item,498,<item id='157' day='30'  />,item,433,<item id='255' day='30'  />,reward,57,100003,reward,57,100002,item,67,<item id='108' day='30'  />,item,151,<item id='181' day='30'  />,reward,15,100001,item,26,<item id='211' num='1'  />,item,8,<item id='153' num='1'  />,item,8,<item id='151' num='1'  />,item,3,<item id='255' num='1'  />,item,5,<item id='187' num='1'  />,item,151,<item id='182' day='30'  />
9006,DismPlanNor,,,,1,item,17000,<item id='5001' num='1'  />,item,17000,<item id='5002' num='1'  />,item,17000,<item id='5003' num='1'  />,item,17000,<item id='5004' num='1'  />,item,16000,<item id='5005' num='1'  />,item,16000,<item id='5006' num='1'  />,item,0,<item id='5007' num='1'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,ALL_WEAPON_SET_30Days,,,,0,item,100000,<item id='4' day='30'  />,item,100000,<item id='5' day='30'  />,item,100000,<item id='1' day='30'  />,item,100000,<item id='8' day='30'  />,item,100000,<item id='38' day='30'  />,item,100000,<item id='9' day='30'  />,item,100000,<item id='11' day='30'  />,item,100000,<item id='36' day='30'  />,item,100000,<item id='10' day='30'  />,item,100000,<item id='23' day='30'  />,item,100000,<item id='21' day='30'  />,item,100000,<item id='20' day='30'  />,item,100000,<item id='15' day='30'  />,item,100000,<item id='19' day='30'  />,item,100000,<item id='16' day='30'  />,item,100000,<item id='18' day='30'  />,item,100000,<item id='14' day='30'  />,item,100000,<item id='22' day='30'  />,item,100000,<item id='24' day='30'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,TR_SET_30Days,,,,0,item,100000,<item id='1' day='30'  />,item,100000,<item id='10' day='30'  />,item,100000,<item id='21' day='30'  />,item,100000,<item id='19' day='30'  />,item,100000,<item id='22' day='30'  />,item,100000,<item id='23' day='30'  />,item,100000,<item id='38' day='30'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,CT_SET_30Days,,,,0,item,100000,<item id='5' day='30'  />,item,100000,<item id='9' day='30'  />,item,100000,<item id='15' day='30'  />,item,100000,<item id='16' day='30'  />,item,100000,<item id='18' day='30'  />,item,100000,<item id='20' day='30'  />,item,100000,<item id='36' day='30'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004,Nickname_camo,,,,0,item,100000,<item id='68' day='3'  />,item,100000,<item id='68' day='3'  />,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
